,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
62,0.4448272228240967,0.10606417655944825,0.7809309922417313,0.7938436728124303,0.01,"(7,)",8,"{'filter__n': 8, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",177,0.7581632653061224,0.7534456355283308,0.786734693877551,0.8113833588565594,0.8,0.8019397651863196,0.7865168539325843,0.8091349834141363,0.7732379979570991,0.7933146210768053,0.02139825338936375,0.0015492749203733962,0.014187191059750576,0.021162668973064222
63,0.4600551605224609,0.1061476230621338,0.7833809718252348,0.7939965777124598,0.01,"(7,)",9,"{'filter__n': 9, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",152,0.7887755102040817,0.7983665135273098,0.7795918367346939,0.7850944359367024,0.7775510204081633,0.77947932618683,0.7906026557711952,0.8060729778004593,0.780388151174668,0.8009696351109977,0.020699187028116104,0.0018094529822102077,0.00526404429242403,0.010035517202902229
64,0.455829381942749,0.10592598915100097,0.7766435279706002,0.7848600312530895,0.01,"(7,)",10,"{'filter__n': 10, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",198,0.773469387755102,0.7682491066870852,0.7806122448979592,0.7807554874936192,0.7979591836734694,0.7833078101071975,0.7875383043922369,0.804797142128094,0.7436159346271706,0.7871906098494514,0.020304258003298416,0.0013945137902063903,0.018380187066534593,0.01181608625165444
65,0.4620619773864746,0.10583090782165527,0.7895059207839935,0.8027251563403432,0.01,"(7,)",11,"{'filter__n': 11, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",93,0.7653061224489796,0.7853496681980602,0.7979591836734694,0.8131699846860643,0.813265306122449,0.8009188361408882,0.7987742594484167,0.811431487624394,0.7722165474974464,0.8027558050523093,0.028992639128607476,0.0005620172748230965,0.017925869162195,0.009900161249074097
66,0.4299472808837891,0.10713357925415039,0.676194365046958,0.6667185858191939,0.01,"(15,)",1,"{'filter__n': 1, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",212,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.24616956077630234,0.19928553202347538,0.012929865102396151,0.0012340180687909685,0.2149301072639425,0.23371652787663716
67,0.45640125274658205,0.10676097869873047,0.7737852184565128,0.7900676160342911,0.01,"(15,)",2,"{'filter__n': 2, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",202,0.7857142857142857,0.7937723328228689,0.7969387755102041,0.7896886166411434,0.7918367346938775,0.7914752424706483,0.7579162410623085,0.7818321000255167,0.7364657814096016,0.7935697882112784,0.016226058846637838,0.001367379086239167,0.02301397266864452,0.004380386126723326
68,0.4379995346069336,0.10749726295471192,0.7901184156798693,0.7962938113438269,0.01,"(15,)",3,"{'filter__n': 3, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",83,0.7877551020408163,0.7876467585502808,0.7846938775510204,0.8009188361408882,0.8061224489795918,0.7886676875957122,0.7946884576098059,0.8004593008420515,0.7773237997957099,0.8037764735902015,0.017276110850758274,0.001562982387010326,0.009754314412164641,0.006747765213202158
69,0.45446977615356443,0.10749950408935546,0.7809309922417313,0.7937420097453266,0.01,"(15,)",4,"{'filter__n': 4, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",177,0.7938775510204081,0.796579887697805,0.7877551020408163,0.7955589586523737,0.7816326530612245,0.7825421133231241,0.7783452502553626,0.7968869609594285,0.763023493360572,0.7971421280939015,0.016063131831774755,0.0012624313032001898,0.010410820459760647,0.005625727639967012
70,0.43550848960876465,0.10563359260559083,0.7942017149857085,0.7960391912751856,0.01,"(15,)",5,"{'filter__n': 5, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",56,0.7846938775510204,0.7991322103113834,0.789795918367347,0.7960694231750893,0.8020408163265306,0.7927514037774375,0.7997957099080695,0.7938249553457515,0.7946884576098059,0.798417963766267,0.005828685784886739,0.0011555774008567199,0.006369330315823664,0.0024875138862697765
71,0.5145098686218261,0.10627179145812989,0.7880767660269498,0.7943039635831302,0.01,"(15,)",6,"{'filter__n': 6, 'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",100,0.7959183673469388,0.7932618683001531,0.7959183673469388,0.7963246554364471,0.8153061224489796,0.796579887697805,0.7814096016343207,0.7943352896146977,0.7517875383043923,0.7910181168665475,0.015948933550439696,0.0018217123037770897,0.021096433566661545,0.00205653877599006
